seq,value_name,value_category,value_category_id,value_type,value_subtype,scale_type,scale_id,scale_name,scale_gender,value_metric_description,value_metric_units,value_metric_score,ancillary_metric_description,ancillary_metric_score,spatial_feature_definition,spatial_feature_type_id,spatial_feature_name,spatial_feature_id,spatial_feature_description,narrative,date_collected,metric_score_source,metric_score_contact,join
1389,Citrus,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.15,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1390,Cocoa,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.98,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1391,Coffee,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.05,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1392,Copra,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.49,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1398,Kulau (copra),Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.78,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1400,Mangoes,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.29,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1405,Peanuts,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),2.35,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1407,Pineapples,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.24,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1408,Pitpit,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),1.47,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1409,Rice,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.59,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1418,Tobacco,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.73,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1389,Citrus,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.24,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1390,Cocoa,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1391,Coffee,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1392,Copra,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.47,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1398,Kulau (copra),Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),1.41,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1400,Mangoes,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.47,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1405,Peanuts,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),1.88,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1407,Pineapples,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.24,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1408,Pitpit,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),2.12,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1409,Rice,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.47,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1418,Tobacco,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1389,Citrus,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.05,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1390,Cocoa,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.98,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1391,Coffee,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.05,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1392,Copra,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.2,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1398,Kulau (copra),Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.2,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1400,Mangoes,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.05,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1405,Peanuts,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.78,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1407,Pineapples,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.05,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1408,Pitpit,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.29,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1409,Rice,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.1,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1418,Tobacco,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.44,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1382,Banana,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),1.08,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1383,Betel nut,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.88,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1384,Bread fruit,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.2,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1387,Chickens,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.24,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1395,Green vegetables,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),1.91,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1396,Home brew,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),1.03,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1402,Mushroom,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.2,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1403,Mustard,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.73,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1406,"Pigs, domestic",Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),2.54,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1412,Spices,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.2,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1413,Sugar cane,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.34,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1414,Sweet potato,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),2.54,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1415,Tapioca,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),1.08,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1416,Taro,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),4.4,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1419,Watermelons,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.88,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1427,Galip nuts,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.34,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1382,Banana,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),1.41,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1383,Betel nut,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1384,Bread fruit,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.24,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1387,Chickens,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.47,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1395,Green vegetables,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),2.83,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1396,Home brew,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1402,Mushroom,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.24,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1403,Mustard,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1406,"Pigs, domestic",Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),1.88,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1412,Spices,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1413,Sugar cane,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.24,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
