seq,value_name,value_category,value_category_id,value_type,value_subtype,scale_type,scale_id,scale_name,scale_gender,value_metric_description,value_metric_units,value_metric_score,ancillary_metric_description,ancillary_metric_score,spatial_feature_definition,spatial_feature_type_id,spatial_feature_name,spatial_feature_id,spatial_feature_description,narrative,date_collected,metric_score_source,metric_score_contact,join,join1
802,Turtles,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kokopo-Vunamami,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.05,,,Use existing layer,F_3,Marine inshore,inshore,2 km buffer along coast,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kokopo-Vunamami,inshore_llg_Kokopo-Vunamami
803,"Fish (non-tuna), off-shore",Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kokopo-Vunamami,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.35,,,Use existing layer,F_3,Marine offshore,offshore,All marine areas excluding 2 km buffer along coast,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kokopo-Vunamami,offshore_llg_Kokopo-Vunamami
804,Tuna,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kokopo-Vunamami,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.63,,,Use existing layer,F_3,Marine offshore,offshore,All marine areas excluding 2 km buffer along coast,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kokopo-Vunamami,offshore_llg_Kokopo-Vunamami
803,"Fish (non-tuna), off-shore",Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kokopo-Vunamami,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0,,,Use existing layer,F_3,Marine offshore,offshore,All marine areas excluding 2 km buffer along coast,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kokopo-Vunamami,offshore_llg_Kokopo-Vunamami
804,Tuna,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kokopo-Vunamami,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0,,,Use existing layer,F_3,Marine offshore,offshore,All marine areas excluding 2 km buffer along coast,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kokopo-Vunamami,offshore_llg_Kokopo-Vunamami
803,"Fish (non-tuna), off-shore",Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kokopo-Vunamami,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.21,,,Use existing layer,F_3,Marine offshore,offshore,All marine areas excluding 2 km buffer along coast,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kokopo-Vunamami,offshore_llg_Kokopo-Vunamami
804,Tuna,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kokopo-Vunamami,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.26,,,Use existing layer,F_3,Marine offshore,offshore,All marine areas excluding 2 km buffer along coast,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kokopo-Vunamami,offshore_llg_Kokopo-Vunamami
737,Balsa,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kokopo-Vunamami,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.44,,,Use existing layer,F_3,Plantation land,plant,Designated plantation land,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kokopo-Vunamami,plant_llg_Kokopo-Vunamami
737,Balsa,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kokopo-Vunamami,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0,,,Use existing layer,F_3,Plantation land,plant,Designated plantation land,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kokopo-Vunamami,plant_llg_Kokopo-Vunamami
737,Balsa,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kokopo-Vunamami,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.44,,,Use existing layer,F_3,Plantation land,plant,Designated plantation land,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kokopo-Vunamami,plant_llg_Kokopo-Vunamami
1021,Citrus,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.39,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1022,Cocoa,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),2.35,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1024,Copra,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),4.19,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1030,Kulau (copra),Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),2.52,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1032,Mangoes,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),1.12,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1037,Peanuts,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),1.34,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1039,Pineapples,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.34,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1040,Pitpit,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.34,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1050,Tobacco,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.06,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1021,Citrus,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kombiu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.4,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1022,Cocoa,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kombiu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),2.97,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1024,Copra,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kombiu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),4.94,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1030,Kulau (copra),Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kombiu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),2.37,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1032,Mangoes,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kombiu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),1.58,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1037,Peanuts,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kombiu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),1.78,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1039,Pineapples,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kombiu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.4,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1040,Pitpit,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kombiu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.4,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1050,Tobacco,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kombiu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1021,Citrus,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kombiu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.06,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1022,Cocoa,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kombiu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.67,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1024,Copra,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kombiu,Men and women,Importance for income,% of overall human well-being for income (per unit area),1.4,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1030,Kulau (copra),Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kombiu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.5,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1032,Mangoes,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kombiu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.22,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1037,Peanuts,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kombiu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.17,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1039,Pineapples,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kombiu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.06,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1040,Pitpit,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kombiu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.06,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1050,Tobacco,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kombiu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.06,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,ag_llg_Kombiu
1014,Banana,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),5.03,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1015,Betel nut,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),1.68,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1016,Bread fruit,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.28,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1019,Chickens,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),1.45,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1027,Green vegetables,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),2.35,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1028,Home brew,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),1.01,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1035,Mustard,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.84,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1038,"Pigs, domestic",Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),1.34,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1045,Sugar cane,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.39,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1046,Sweet potato,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.89,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1047,Tapioca,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),3.35,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1048,Taro,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.84,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1051,Watermelons,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.28,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1059,Galip nuts,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.34,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1014,Banana,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kombiu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),4.94,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1015,Betel nut,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kombiu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),1.19,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1016,Bread fruit,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kombiu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.4,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1019,Chickens,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kombiu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),1.58,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1027,Green vegetables,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kombiu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),2.97,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1028,Home brew,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kombiu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
